ID;PLZ;Region;Strassenname;Anzahl_Mitarbeiter;Verkaufsflaeche;Jahresumsatz;longitude;latitude
1536;45964;Gladbeck-Ellinghorst;Hornstr. 5;30720;107520.0;15360.0;6.945586899999999;51.5582477
1537;46236;Bottrop-Mitte;Gladbecker Str. 163;67628;236698.0;33814.0;6.9306573999999985;51.5363588
1538;45277;Essen-Überruhr;Langenberger Str. 427;59982;139958.0;19994.0;7.073792200000001;51.4226999
1539;45141;Essen-Nordviertel;Katzenbruchstr. 5-7;46170;161595.0;23085.0;7.015125899999999;51.4698256
1540;49762;Lathen;Große Str. 15;46200;138600.0;23100.0;7.319339800000002;52.8617595
1541;46238;Bottrop-Batenbrock;Horster Str. 262;60099;160264.0;20033.0;6.9541359;51.533810700000004
1542;49843;Uelsen;Nijenkamp 2;92520;416340.0;46260.0;6.877521799999999;52.4938625
1543;42277;Wuppertal-Wichlinghausen;Am Diek 105;58634;205219.0;29317.0;7.230052599999999;51.28648039999999
1544;45326;Essen-Altenessen Süd;Hövelstr. 175;58672;176016.0;29336.0;6.991903999999999;51.4791727
1545;42555;Velbert-Langenberg;Bonsfelder Str. 1;18540;74160.0;9270.0;7.1241705999999985;51.36053159999999
1546;45127;Essen-Mitte;Am Hauptbahnhof 5;40196;100490.0;20098.0;7.013513400000001;51.4517667
1547;42477;Radevormwald;Poststr. 2;83538;208845.0;41769.0;7.363106299999999;51.201211900000004
1548;45136;Essen-Rüttenscheid;Eleonorastr. 2;74304;334368.0;37152.0;7.0237186000000005;51.4362244
1549;42277;Wuppertal-Barmen;Höfen 52;116175;348525.0;38725.0;7.230789;51.2753758
1550;45356;Essen-Bergeborbeck;Alte Bottroper Str. 3;15500;77500.0;7750.0;6.9671818;51.485297100000004
1551;42281;Wuppertal-Barmen;Märkische Str. 43;9306;24816.0;3102.0;7.2071603999999985;51.2851085
1552;45143;Essen-Altendorf;Helenenstr. 66;13968;41904.0;4656.0;6.9837862999999984;51.4640588
1553;45143;Essen-Westviertel;Haedenkampstr. 81;9318;46590.0;4659.0;6.988883;51.454353999999995
1554;46236;Bottrop-Mitte;Peterstr. 25-29;49728;124320.0;24864.0;6.9222408999999985;51.5192902
1555;42275;Wuppertal;Berliner Str. 23;102630;342100.0;34210.0;7.209027900000001;51.273950299999996
1556;42275;Wuppertal-Barmen;Rauer Werth 4;93360;233400.0;46680.0;7.2083837;51.27450379999999
1557;45355;Essen-Borbeck;Wolfsbankring 20;56052;280260.0;28026.0;6.9571543999999985;51.473067799999995
1558;42281;Wuppertal-Barmen;Hatzfelder Str. 10;9348;32718.0;4674.0;7.183679799999998;51.2799743
1559;45147;Essen-Holsterhausen;Hausackerstr. 27;9354;37416.0;4677.0;6.9777410999999985;51.441663
1560;45357;Essen-Dellwig;Donnerstr. 201;112320;336960.0;37440.0;6.9288868;51.4874884
1561;42283;Wuppertal-Barmen;Wittensteinstr. 261;112392;337176.0;37464.0;7.188143299999999;51.2657175
1562;46119;Oberhausen-Tackenberg;Teutoburger Str. 313;62480;312400.0;31240.0;6.893164;51.520207899999996
1563;45239;Essen-Heidhausen;Heidhauser Str. 135-137;93780;312600.0;31260.0;7.023248700000001;51.38210840000001
1564;46414;Rhede;Molkereihof 10;31280;125120.0;15640.0;6.6964288;51.8367376
1565;46145;Oberhausen-Sterkrade;Dorstener Str. 290-292;56340;187800.0;18780.0;6.864548099999999;51.5227625
1566;42551;Velbert-Mitte;Güterstr. 11;15660;70470.0;7830.0;7.0522024000000005;51.34184260000001
1567;42899;Remscheid-Lüttringhausen;Am Schützenplatz 18;51711;172370.0;17237.0;7.234937199999999;51.2126798
1568;42103;Wuppertal-Elberfeld;Hofkamp 113-119;62720;156800.0;31360.0;7.1569593;51.25802600000001
1569;42553;Velbert-Neviges;Elberfelder Str. 103;50208;125520.0;25104.0;7.087511399999999;51.307033200000006
1570;42369;Wuppertal-Ronsdorf;Lüttringhauser Str. 54;75360;251200.0;25120.0;7.202342900000001;51.22537939999999
1571;46047;Oberhausen-Mitte;Brammenring 1;89547;298490.0;29849.0;6.8820935;51.48674399999999
1572;49824;Emlichheim;Ringer Str. 13;3144;9432.0;1572.0;6.8548807;52.6077769
1573;45472;Mülheim/ Ruhr-Heißen;Hingbergstr. 337;94380;157300.0;31460.0;6.919847099999999;51.43441729999999
1574;42897;Remscheid-Lennep;Franz-Vogt-Str. 1;122772;409240.0;40924.0;7.2549703999999995;51.1829237
1575;42117;Wuppertal-Elberfeld Süd;Viehhofstr. 35-37;18900;56700.0;6300.0;7.138271499999999;51.2468259
1576;46149;Oberhausen-Alsfeld;Weierstr. 87;80376;267920.0;26792.0;6.828703999999999;51.5197624
1577;42549;Velbert-West;Heiligenhauserstr. 81;52041;173470.0;17347.0;7.020998199999998;51.33133369999999
1578;45475;Mülheim/ Ruhr-Dümpten;Heifeskamp 18;66276;220920.0;22092.0;6.882989999999999;51.458746399999995
1579;46045;Oberhausen-Marienkirche;Mülheimer Str. 306-312;9474;28422.0;3158.0;6.86192;51.47775
1580;46047;Oberhausen;Mülheimer Str. 306;56880;132720.0;18960.0;6.8654115000000004;51.4657874
1581;46149;Oberhausen-Buschhausen;Lindnerstr. 63;31620;142290.0;15810.0;6.839575099999999;51.4923709
1582;42115;Wuppertal-Varresbeck;Otto-Hausmann-Ring 116;22148;55370.0;11074.0;7.107119699999998;51.25735570000001
1583;45470;Mülheim/ Ruhr-Holthausen;Essener Str. 44;4749;14247.0;1583.0;6.8979602999999985;51.4275744
1584;42349;Wuppertal-Hahnerberg;Hahnerberger Str. 99-101;3168;9504.0;1584.0;7.152737599999999;51.22422049999999
1585;46049;Oberhausen-Lirich;Duisburger Str. 263;80835;269450.0;26945.0;6.838816199999999;51.4777766
1586;42855;Remscheid-Mitte;Neuenkamper Str. 26;47580;158600.0;15860.0;7.214080999999998;51.17671439999999
1587;45476;Mülheim/ Ruhr-Styrum;Oberhausener Str. 91-95;138069;460230.0;46023.0;6.863492599999999;51.4468146
1588;45219;Essen-Kettwig;Montebruchstr. 2;80988;134980.0;26996.0;6.9338975000000005;51.357201
1589;46049;Oberhausen-Alstaden;Bebelstr. 102;123942;247884.0;41314.0;6.8385117;51.466781
1590;46395;Bocholt-Mitte;Friesenstr. 23;44520;133560.0;22260.0;6.614484599999999;51.830396
1591;47167;Duisburg-Neumühl;Alexstr. 89;57276;190920.0;19092.0;6.801980599999999;51.4967064
1592;42489;Wülfrath;Friedensreich-Hundertwasser-Weg 2;9552;47760.0;4776.0;7.0423788;51.2769562
1593;46537;Dinslaken-Mitte;Gerhard-Malina-Str. 2A;57348;152928.0;19116.0;6.745817;51.56791679999999
1594;42853;Remscheid-Nord;Königstr. 201;119550;199250.0;39850.0;7.1677710999999995;51.1907545
1595;45481;Mülheim/ Ruhr-Saarn;Düsseldorfer Str. 205;76560;229680.0;25520.0;6.868175099999998;51.4110631
1596;42855;Remscheid;Schüttendelle 49;51072;127680.0;25536.0;7.1716440000000015;51.1799461
1597;42857;Remscheid;Schüttendelle 49;47910;111790.0;15970.0;7.1716440000000015;51.1799461
1598;45478;Mülheim/ Ruhr-Speldorf;Weseler Str. 64-66;76704;345168.0;38352.0;6.846830000000001;51.432790000000004
1599;46537;Dinslaken-Bruch;Hedwigstr. 18;22386;111930.0;11193.0;6.730361900000001;51.573182200000005
1600;46485;Wesel-Obrighoven;Rudolf-Diesel-Str. 18;54400;244800.0;27200.0;6.668189999999999;51.66382479999999
1601;42929;Wermelskirchen;Thomas-Mann-Str. 41;57636;144090.0;28818.0;7.223253;51.1446169
1602;47179;Duisburg-Aldenrade;Holtener Str. 203;129762;216270.0;43254.0;6.7551283;51.52924429999999
1603;42329;Wuppertal-Vohwinkel;Bissingstr. 5;80150;320600.0;40075.0;7.076636499999998;51.23319009999999
1604;42579;Heiligenhaus;Brüsseler Str. 2;125112;375336.0;41704.0;6.954353599999999;51.3216581
1605;46562;Voerde-Mitte;Bahnhofstr. 141;130005;433350.0;43335.0;6.6974027000000005;51.6014583
1606;47169;Duisburg-Marxloh;Schulte-Marxloh-Str. 1;110814;369380.0;36938.0;6.7651189999999986;51.50313190000001
1607;47166;Duisburg-Hamborn;Duisburger Str. 247;81957;218552.0;27319.0;6.769274999999999;51.4944782
1608;47138;Duisburg-Meiderich;Bahnhofstr. 60;48240;144720.0;16080.0;6.783319199999998;51.4701174
1609;46562;Voerde-Friedrichsfeld;Poststr. 6A;41834;209170.0;20917.0;6.6454363;51.6272195
1610;40822;Mettmann;Seibelstr. 2;45080;180320.0;22540.0;6.983051799999998;51.2548514
1611;46483;Wesel-Feldmark;Reeser Landstr. 66;16110;48330.0;8055.0;6.608747699999999;51.6740532
1612;42719;Solingen-Zentral;Nümmener Feld 1;29016;116064.0;14508.0;7.068753500000001;51.191931200000006
1613;47059;Duisburg-Kaßlerfeld;Max-Peters-Str. 8;77424;270984.0;38712.0;6.763646899999999;51.44137869999999
1614;47057;Duisburg-Neudorf;Koloniestr. 78;140418;421254.0;46806.0;6.780310999999998;51.422327100000004
1615;47139;Duisburg-Beeck;Friedrich-Ebert-Str. 207;140505;468350.0;46835.0;6.732767699999999;51.47141129999999
1616;42659;Solingen;Zietenstr. 1;54944;164832.0;27472.0;7.09605;51.164203
1617;42651;Solingen-Mitte;Zietenstr. 1;106722;355740.0;35574.0;7.0959230999999985;51.164109
1618;42781;Haan;Landstr. 13;48540;242700.0;24270.0;7.0241842000000005;51.20287620000001
1619;42657;Solingen-Höhscheid;Grünewalder Str. 85;9714;24285.0;4857.0;7.0744967;51.1597239
1620;47055;Duisburg-Wanheimerort;Düsseldorfer Str. 438;81000;202500.0;40500.0;6.764885599999999;51.4065593
1621;42719;Solingen-Wald;Weyerstr. 269-277;81050;405250.0;40525.0;7.0308734;51.1775372
1622;47269;Duisburg-Großenbaum;Großenbaumer Allee 61;68124;204372.0;34062.0;6.7779674;51.369384000000004
1623;47198;Duisburg-Homberg;Lauerstr. 70;32460;97380.0;16230.0;6.6988045;51.4531855
1624;47055;Duisburg;Forststr. 30;19488;58464.0;9744.0;6.7503329;51.39580729999999
1625;42699;Solingen-Merscheid;Merscheider Str. 211;48750;170625.0;24375.0;7.0319357999999985;51.16713970000001
1626;42781;Haan;Düsseldorfer Str. 76-84;43902;102438.0;14634.0;6.987417599999999;51.1871026
1627;40699;Erkrath-Hochdahl;Röntgenstr. 10;42302;190359.0;21151.0;6.9416633;51.2158618
1628;47226;Duisburg-Rheinhausen;Friedrich-Alfred-Str. 217-219;34188;113960.0;11396.0;6.723616900000001;51.40252329999999
1629;40489;Düsseldorf-Angermund;Pfarrer-Holl-Weg 21;78192;312768.0;39096.0;6.7695259000000005;51.32362379999999
1630;47443;Moers-Hochstraß;Franz-Haniel-Str. 22;141810;425430.0;47270.0;6.6657614;51.4548254
1631;40878;Ratingen;Zur Spiegelglasfabrik 1;34251;114170.0;11417.0;6.8339438999999995;51.2875111
1632;42697;Solingen-Ohligs;Hildener Str. 36;55488;221952.0;27744.0;6.9901520999999995;51.167269
1633;42655;Solingen-Ohligs;Hildener Str. 36;55522;277610.0;27761.0;6.990114500000001;51.167268299999996
1634;47495;Rheinberg;Bahnhofstr. 85;32680;163400.0;16340.0;6.591671000000001;51.5407045
1635;47228;Duisburg-Bergheim;Flutweg 120;75210;376050.0;37605.0;6.6940132;51.41148020000001
1636;47259;Duisburg-Hüttenheim;Mündelheimer Str. 184;58896;235584.0;29448.0;6.732439200000001;51.3693797
1637;47447;Moers-Asberg;Römerstr. 446;36014;90035.0;18007.0;6.6626528999999985;51.4430525
1638;47441;Moers-Asberg;Römerstr. 446;65520;262080.0;32760.0;6.6626528999999985;51.4430525
1639;46419;Isselburg-Anholt;Linders Feld 1;98340;491700.0;49170.0;6.436648099999998;51.84624609999999
1640;47445;Moers;Klever Str. 46;63960;149240.0;21320.0;6.637808600000001;51.4563725
1641;47441;Moers-Mitte;Klever Str. 46;13128;32820.0;6564.0;6.637808600000001;51.4563725
1642;40724;Hilden-Ost;Walder Str. 103;68964;310338.0;34482.0;6.952207599999999;51.169230400000004
1643;47239;Duisburg-Rumeln;Rathausallee 37;113367;377890.0;37789.0;6.6646950999999985;51.3977946
1644;40472;Düsseldorf-Rath;Marler Str. 4;128232;341952.0;42744.0;6.7993570000000005;51.266181
1645;47441;Moers-Hülsdonk;Hülsdonker Str. 110;103635;310905.0;34545.0;6.610258399999998;51.4519118
1646;47443;Moers;Hülsdonker Str. 110;59256;177768.0;29628.0;6.610294099999999;51.451954799999996
1647;40721;Hilden;Düsseldorfer Str. 59;79056;158112.0;26352.0;6.918823599999999;51.164295300000006
1648;42799;Leichlingen;Neukirchener Str. 76;79104;131840.0;26368.0;7.016571099999999;51.0986081
1649;40235;Düsseldorf-Flingern Nord;Bruchstr. 94A;34629;57715.0;11543.0;6.8205516;51.2295287
1650;40239;Düsseldorf-Düsseltal;Buscherstr. 3/5/5A;4950;16500.0;1650.0;6.7968863;51.2473552
1651;47475;Kamp-Lintfort;Prinzenstr. 80-84;29718;148590.0;14859.0;6.5432926999999985;51.508205
1652;46459;Rees-Mitte;Florastr. 3A;54516;163548.0;18172.0;6.3954466;51.7623756
1653;46509;Xanten;Hagdornstr. 1;19836;52896.0;6612.0;6.4406655;51.656457200000006
1654;40229;Düsseldorf-Eller;Darmstädter Str. 2;49620;124050.0;24810.0;6.832374300000001;51.2025545
1655;40233;Düsseldorf-Flingern Süd;Fichtenstr. 4;143985;383960.0;47995.0;6.8076655;51.218985700000005
1656;40597;Düsseldorf-Benrath;Hasselsstr. 1;99360;331200.0;33120.0;6.8729318;51.169222600000005
1657;40599;Düsseldorf-Reisholz;Stephanstr. 5;43082;172328.0;21541.0;6.856270200000001;51.179313799999996
1658;47829;Krefeld-Uerdingen;An der Kesselschmiede 2;49740;116060.0;16580.0;6.6423526;51.35905760000001
1659;40764;Langenfeld;Weberstr. 3;134379;358344.0;44793.0;6.951153;51.0974616
1660;40223;Düsseldorf-Bilk;Oberbilker Allee 61;64740;107900.0;21580.0;6.7909641;51.2099382
1661;40589;Düsseldorf-Holthausen;Kölner Landstr. 435;124575;415250.0;41525.0;6.8303273;51.1762786
1662;47506;Neukirchen-Vluyn;Niederrheinallee 287-293;94734;315780.0;31578.0;6.5366898;51.43842069999999
1663;40223;Düsseldorf-Bilk;Aachener Str. 152;109758;219516.0;36586.0;6.7719932;51.19851729999999
1664;40235;Düsseldorf - Bilk;Aachener Str. 152;26624;79872.0;13312.0;6.7719932;51.19851729999999
1665;40789;Monheim;Am Wald 21;89910;299700.0;29970.0;6.9075479999999985;51.0936348
1666;47661;Issum;Vogt-von-Belle-Platz 15;89964;314874.0;44982.0;6.4317012;51.535174700000006
1667;47665;Sonsbeck-Mitte;Alpener Str. 13;76682;306728.0;38341.0;6.3821165;51.602039399999995
1668;47805;Krefeld-Oppum;Dießemer Bruch 87;3336;15012.0;1668.0;6.590762299999999;51.3259416
1669;41541;Dormagen-Stürzelberg;Am Weißen Stein 3;90126;270378.0;45063.0;6.8069242;51.137736
1670;47803;Krefeld-Inrath;Gahlingspfad 25;75150;200400.0;25050.0;6.5647863;51.3419211
1671;41539;Dormagen-Rheinfeld;Walhovener Str. 30;56814;255663.0;28407.0;6.8461402;51.0984021
1672;41460;Neuss-Hafengebiet;Hammer Landstr. 45;10032;25080.0;5016.0;6.7038993;51.20160389999999
1673;47803;Krefeld-Baackeshof;Girmesgath 3;80304;160608.0;26768.0;6.5469611;51.3450222
1674;41462;Neuss-Weißenberg;Normannenstr. 32-34;93744;328104.0;46872.0;6.6793985000000005;51.21807399999999
1675;47546;Kalkar;Bahnhofstr. 24-26;30150;80400.0;10050.0;6.289334200000001;51.735383500000005
1676;46446;Emmerich-Mitte;Wardtstr. 2;50280;150840.0;25140.0;6.2340437999999985;51.835283600000004
1677;41469;Neuss-Norf;Ruhrstr. 42;13416;53664.0;6708.0;6.7383504;51.1601211
1678;47805;Krefeld-Dießem;Gladbacher Str. 326;65442;174512.0;21814.0;6.5590417;51.3135846
1679;47804;Krefeld-Baackeshof;Nauenweg 78-80;130962;261924.0;43654.0;6.548062400000001;51.3225661
1680;46446;Emmerich am Rhein;Wardstraße 2;10080;40320.0;5040.0;6.2340678;51.835255700000005
1681;41564;Kaarst;Girmes-Kreuz-Str. 65;5043;13448.0;1681.0;6.6292716999999985;51.2193502
1682;41469;Neuss-Hoisten;Am Hummelbach 40;146334;439002.0;48778.0;6.7043878;51.1476365
1683;47918;Tönisvorst;Maysweg 4;63954;319770.0;31977.0;6.504189599999999;51.3200981
1684;47647;Kerken-Nieukerk;Kölner Str. 85;3368;16840.0;1684.0;6.3863870999999985;51.4516959
1685;47877;Willich-Mitte;Zum Güterbahnhof 6;55605;92675.0;18535.0;6.533520200000001;51.2677107
1686;47608;Geldern-Mitte;Harttor 20-24;35406;94416.0;11802.0;6.317860899999999;51.5202598
1687;47906;Kempen;Kleinbahnstr. 20;121464;323904.0;40488.0;6.4231924000000005;51.369972600000004
1688;47608;Geldern-Veert;Gerhart-Hauptmann-Str. 38-40;106344;354480.0;35448.0;6.3024486;51.522028399999996
1689;47623;Kevelaer-Mitte;Am Schleußgraben 10;77694;194235.0;38847.0;6.248371;51.5884407
1690;47533;Kleve-Kellen;Van-den-Bergh-Str. 60-62;121680;202800.0;40560.0;6.1544550000000005;51.7895182
1691;41352;Korschenbroich-Kleinenbroich;Püllenweg 11;136971;456570.0;45657.0;6.5469219;51.196121999999995
1692;47574;Goch;Klever Str. 30;126900;211500.0;42300.0;6.1591565;51.6858446
1693;47574;Goch;Nordstr. 5;60948;182844.0;30474.0;6.158428099999999;51.684842700000004
1694;47574;Goch-Mitte;Weezer Str. 18;25410;59290.0;8470.0;6.1633599000000014;51.6723901
1695;47533;Kleve-Materborn;Materborner Allee 61-63;81360;406800.0;40680.0;6.117361499999999;51.772006
1696;47929;Grefrath;Hauptstr. 48;27136;122112.0;13568.0;6.369388499999999;51.3396883
1697;41569;Rommerskirchen;Mariannenpark 1;56001;186670.0;18667.0;6.697820099999999;51.0321213
1698;47929;Grefrath;Stadionstr. 161;10188;35658.0;5094.0;6.3403956;51.348172
1699;41066;Mönchengladbach-Neuwerk;Engelblecker Str. 73;40776;95144.0;13592.0;6.4635994000000005;51.21418269999999
1700;41749;Viersen-Süchteln;Tönisvorster Str. 65;98600;443700.0;49300.0;6.378626000000001;51.287105100000005
1701;41515;Grevenbroich-Südstadt;Kolpingstr. 89;85050;255150.0;42525.0;6.6107518;51.08127329999999
1702;41065;Mönchengladbach-Lürrip;Neusser Str. 57;64676;323380.0;32338.0;6.4594217;51.2041529
1703;41515;Grevenbroich-Elsen;Am Hammerwerk 31;51090;119210.0;17030.0;6.574856;51.0893455
1704;41238;Mönchengladbach-Giesenkirchen;Konstantinstr. 51;34080;119280.0;17040.0;6.4816465999999995;51.159105600000004
1705;41236;Mönchengladbach-Rheydt;Breite Str. 120;98890;247225.0;49445.0;6.4525530999999985;51.1787234
1706;41238;Mönchengladbach-Geneicken;Stockholtweg 100;143304;429912.0;47768.0;6.459293799999998;51.163331400000004
1707;41068;Mönchengladbach-Waldhausen;Monschauer Str. 31;97299;324330.0;32433.0;6.410775900000001;51.1928803
1708;41751;Viersen-Dülken;Heiligenstr. 1;6832;20496.0;3416.0;6.335534699999998;51.2601179
1709;41236;Mönchengladbach-Rheydt;Mittelstr. 48;97413;162355.0;32471.0;6.4374544;51.160729499999995
1710;41363;Jüchen;Kölner Str. 29;10260;17100.0;3420.0;6.508752899999998;51.0997156
1711;41334;Nettetal-Lobberich;Niedieckstr. 58;128325;427750.0;42775.0;6.2789584000000005;51.311525399999994
1712;41199;Mönchengladbach-Odenkirchen;Stapper Weg 11;148944;297888.0;49648.0;6.4454283;51.1383933
1713;41334;Nettetal-Kaldenkirchen;Poststr. 67-73;10278;20556.0;3426.0;6.198333100000001;51.32621839999999
1714;41179;Mönchengladbach-Rheindahlen;Gladbacher Str. 49;82272;137120.0;27424.0;6.3630024;51.151851
1715;41366;Schwalmtal-Waldniel;Roermonder Str. 7;13720;34300.0;6860.0;6.2670059999999985;51.2112658
1716;41379;Brüggen;Borner Str. 78;30888;102960.0;10296.0;6.1953116999999995;51.2453779
1717;41844;Wegberg;Am Bahnhof 12;56661;132209.0;18887.0;6.284200900000001;51.144596899999996
1718;41372;Niederkrüchten;Gewerbering 14;15462;36078.0;5154.0;6.1816512999999995;51.2097442
1719;41812;Erkelenz;Gewerbestr. Süd 1;13752;55008.0;6876.0;6.3051442999999985;51.0702953
1720;41836;Hückelhoven;Am Landabsatz 1;30960;103200.0;10320.0;6.2203102;51.056649799999995
1721;41836;Hückelhoven;Neckarstr. 3;65398;196194.0;32699.0;6.2187291;51.050408600000004
1722;41849;Wassenberg;Weilerstr. 59;30996;92988.0;15498.0;6.1571875999999985;51.0917458
1723;59302;Oelde;Rhedaer Str. 3;144732;337708.0;48244.0;8.151901200000001;51.8312182
1724;59329;Wadersloh;Poßkamp 23;144816;386176.0;48272.0;8.2476579;51.73892069999999
1725;59555;Lippstadt;Wiedenbrücker Str. 50;75900;189750.0;37950.0;8.3436484;51.6864966
1726;59320;Ennigerloh;Neubeckumer Str. 58;65588;163970.0;32794.0;8.0235436;51.82895079999999
1727;59557;Lippstadt;Südertor 1;51810;181335.0;25905.0;8.348295;51.6702058
1728;59269;Beckum-Neubeckum;Mark I 2;65664;229824.0;32832.0;8.017522999999999;51.798891
1729;59590;Geseke;Störmeder Str. 40;55328;276640.0;27664.0;8.4941788;51.6392242
1730;59557;Lippstadt-Süd;Planckstr. 2;24220;60550.0;12110.0;8.3442208;51.6540445
1731;59269;Beckum;Sternstr. 9;27696;124632.0;13848.0;8.045955099999999;51.757273600000005
1732;59227;Ahlen;Warendorfer Str. 120;10392;36372.0;5196.0;7.898108000000001;51.7753446
1733;59227;Ahlen;Hammer Str. 10;97048;388192.0;48524.0;7.8800165999999985;51.7616313
1734;59609;Anröchte;Berger Str. 8;150858;502860.0;50286.0;8.3303801;51.56262419999999
1735;59229;Ahlen;Hammer Straße;38170;152680.0;19085.0;7.877948599999999;51.74790720000001
1736;59071;Hamm;Ostwennemar Str.;65968;230888.0;32984.0;7.875444;51.675379
1737;59494;Soest;Am Bahnhof 2;34740;173700.0;17370.0;8.1022193;51.57864420000001
1738;59494;Soest;Opmünder Weg 77;67782;203346.0;22594.0;8.1280843;51.56780759999999
1739;59073;Hamm-Heessen;Ahlener Str. 75;3478;17390.0;1739.0;7.8297035999999975;51.7039456
1740;59065;Hamm-Norden;Münsterstr. 77;66120;264480.0;33060.0;7.8072119;51.6936816
1741;59581;Warstein-Sichtigvor;Möhnestr. 142;52230;87050.0;17410.0;8.269782300000001;51.488465999999995
1742;59075;Hamm-Bockum;Friedrich-Ebert-Str. 14;135876;271752.0;45292.0;7.759956399999999;51.694841499999995
1743;59075;Hamm;Rautenstrauchstr. 55;88893;266679.0;29631.0;7.760744499999999;51.695080299999994
1744;59067;Hamm-Wiescherhöfen;Lohauserholzstr. 2B;13952;55808.0;6976.0;7.787940000000001;51.6638826
1745;59581;Warstein-Suttrop;Alte Kreisstr. 11;10470;26175.0;5235.0;8.359790799999999;51.452594399999995
1746;59457;Werl;Unnaer Str. 43-45;36666;122220.0;12222.0;7.9009725999999985;51.5504104
1747;59077;Hamm-Pelkum;Kamener Str. 176;73374;183435.0;36687.0;7.746022900000001;51.640190800000006
1748;59368;Werne-Stockum;Werner Str. 20;83904;167808.0;27968.0;7.6885186;51.670981299999994
1749;59929;Brilon;Möhnestr. 26;27984;83952.0;13992.0;8.571427;51.4038658
1750;59469;Ense-Niederense;Am Riesenberg 1A;98000;294000.0;49000.0;8.000801599999999;51.48901970000001
1751;59192;Bergkamen-Rünthe;Westenhellweg 2;10506;24514.0;3502.0;7.642707700000001;51.6479765
1752;59900;Bestwig;Bundesstr. 149-151;110376;294336.0;36792.0;8.401328099999999;51.3619591
1753;59909;Bestwig;Bundesstr. 149;105180;175300.0;35060.0;8.401263499999999;51.36196760000001
1754;59755;Arnsberg-Neheim;Tappeweg 13;147336;294672.0;49112.0;7.9653972999999985;51.4460134
1755;59192;Bergkamen-Mitte;Parkstr. 23;57915;173745.0;19305.0;7.638163899999999;51.6212528
1756;59823;Arnsberg-Oeventrop;Oeventroper Str. 5;10536;42144.0;5268.0;8.133796799999999;51.3920966
1757;59872;Meschede;Im Schwarzen Bruch 46;66766;200298.0;33383.0;8.2970299;51.3603526
1758;59759;Arnsberg-Hüsten;Heinrich-Lübke-Str. 3;80868;242604.0;40434.0;7.993876299999998;51.4288801
1759;59821;Arnsberg;Ruhrstr. 68;70360;175900.0;35180.0;8.065343499999999;51.4018437
1760;59174;Kamen-Mitte;Lünener Str. 59;98560;344960.0;49280.0;7.642986199999998;51.5902896
1761;59425;Unna-Königsborn;Kamener Str. 37-39;56352;197232.0;28176.0;7.683177100000001;51.5583034
1762;59872;Meschede-Freienohl;Bahnhofstr. 80;42288;126864.0;14096.0;8.175372;51.3638679
1763;59348;Lüdinghausen;Valve 42;100491;267976.0;33497.0;7.459107099999999;51.7664652
1764;59192;Bergkamen-Oberaden;Jahnstr. 24;35280;158760.0;17640.0;7.5909284;51.6074723
1765;59423;Unna;Bertha-von Suttner-Allee 2;42360;211800.0;21180.0;7.695722199999999;51.5264853
1766;59425;Unna-Königsborn;Hansastr. 74;63576;190728.0;21192.0;7.6743496;51.5396657
1767;59939;Olsberg;Carls-Aue-Str. 16;15903;42408.0;5301.0;8.4891545;51.3507256
1768;59379;Selm;Ludgeri Str. 2A;35360;141440.0;17680.0;7.4593858000000015;51.7057932
1769;58730;Fröndenberg;Wilh.-Feuerhake-Str. 10;35380;88450.0;17690.0;7.759800500000001;51.4721154
1770;58706;Menden-Mitte;Fröndenberger Str. 101;53100;238950.0;26550.0;7.7778677;51.4508486
1771;59174;Kamen-Süd;Dortmunder Allee 14;100947;269192.0;33649.0;7.6599330000000005;51.58387329999999
1772;58708;Menden-Bösperde;Holzener Dorfstr. 8;95688;191376.0;31896.0;7.758439900000001;51.450076700000004
1773;58710;Menden-Lendringsen;Lendringser Hauptstr. 71;148932;397152.0;49644.0;7.8277942;51.417308
1774;59439;Holzwickede;Wilhelmstr. 2C;37254;124180.0;12418.0;7.618046799999999;51.5131486
1775;59846;Sundern;Settmecke Str. 35;21300;53250.0;10650.0;7.9997798;51.3246721
1776;58675;Hemer;Mendener Str. 46;95904;239760.0;47952.0;7.7695140999999985;51.3948858
1777;58675;Hemer;Elsa-Brandström-Str. 11;74634;248780.0;24878.0;7.768581699999999;51.38315789999999
1778;58802;Balve;Hönnetalstr. 44;24892;74676.0;12446.0;7.8688720000000005;51.3347677
1779;58636;Iserlohn-Wermingsen;Westfalenstr. 81;80055;133425.0;26685.0;7.7151666;51.37201100000001
1780;58638;Iserlohn-Nußberg;Schapker Weg 2;21360;49840.0;7120.0;7.690887200000001;51.391802
1781;58239;Schwerte;Schützenstr. 34A;133575;222625.0;44525.0;7.5820763000000015;51.4463855
1782;59955;Winterberg;Im Mühlengrund 1;155034;465102.0;51678.0;8.530927499999999;51.1921236
1783;58644;Iserlohn-Zentrum;Karl-Arnold-Str. 14;14264;64188.0;7132.0;7.6772133;51.373532700000005
1784;58239;Schwerte-Holzen;Rosenweg 25/27;123096;410320.0;41032.0;7.5509780000000015;51.44083999999999
1785;57392;Schmallenberg-Bad Fredeburg;Wehrscheid 22;24990;74970.0;12495.0;8.3178471;51.18465670000001
1786;58239;Schwerte-Westhofen;Reichshofstr. 11-13;64296;160740.0;32148.0;7.5377152;51.424951
1787;58809;Neuenrade;Mühlendorf 12;58971;176913.0;19657.0;7.784324100000001;51.28096650000001
1788;58642;Iserlohn-Letmathe;Hagener Str. 177;64368;171648.0;21456.0;7.5945700999999985;51.36335820000001
